image_path,actual_class,predicted_class,original_confidence,gradcam_masked_confidence,gradcam_confidence_drop,random_block_mean_confidence_drop,gradcam_advantage
Healthy439.jpg,Healthy,Healthy,0.9963847398757935,0.9991236329078674,-0.0027388930320739746,0.005734479427337647,-0.008473372459411621
Healthy1075.jpg,Healthy,Healthy,0.9982424974441528,0.9908649325370789,0.007377564907073975,0.00027587413787841795,0.007101690769195557
Healthy681.jpg,Healthy,Healthy,0.9697558283805847,0.9921488761901855,-0.02239304780960083,-0.017583167552947997,-0.004809880256652833
Healthy135.jpg,Healthy,Healthy,0.9994627833366394,0.9974991679191589,0.0019636154174804688,0.2003932237625122,-0.19842960834503173
Healthy052.jpg,Healthy,Healthy,0.997048556804657,0.9999018907546997,-0.0028533339500427246,-0.0010387301445007324,-0.0018146038055419922
Healthy326.jpg,Healthy,Healthy,0.9987292885780334,0.99772709608078,0.001002192497253418,0.0924017071723938,-0.09139951467514038
Healthy904.jpg,Healthy,Healthy,0.9995678067207336,0.9970381259918213,0.0025296807289123535,0.008287286758422852,-0.005757606029510498
Healthy684.jpg,Healthy,Healthy,0.9975383281707764,0.9937272071838379,0.0038111209869384766,0.01282747983932495,-0.009016358852386474
Healthy390.jpg,Healthy,Healthy,0.9932877421379089,0.9989782571792603,-0.005690515041351318,0.014211905002593995,-0.019902420043945313
Healthy138.jpg,Healthy,Healthy,0.8966934084892273,0.9656020402908325,-0.06890863180160522,0.011426854133605956,-0.08033548593521118
Yellow_rust1009.jpg,Yellow_rust,Yellow_rust,0.8982861042022705,0.002925385721027851,0.8953607184812427,0.22297263145446777,0.6723880870267749
Yellow_rust192.jpg,Yellow_rust,Yellow_rust,0.9821193218231201,0.0029277096036821604,0.979191612219438,0.09953258037567139,0.8796590318437666
Yellow_rust573.jpg,Yellow_rust,Yellow_rust,0.9997437596321106,0.9900863766670227,0.00965738296508789,5.021095275878906e-05,0.009607172012329102
Yellow_rust955.jpg,Yellow_rust,Yellow_rust,0.993520200252533,0.1391681283712387,0.8543520718812943,-0.0010319590568542481,0.8553840309381485
Yellow_rust312.jpg,Yellow_rust,Yellow_rust,0.9398531913757324,0.0007596483337692916,0.9390935430419631,0.1391380786895752,0.799955464352388
Yellow_rust879.jpg,Yellow_rust,Yellow_rust,0.9999840259552002,0.9884557723999023,0.011528253555297852,0.00014587640762329102,0.011382377147674561
Yellow_rust745.jpg,Yellow_rust,Yellow_rust,0.9999420642852783,0.016218114644289017,0.9837239496409893,0.016569805145263673,0.9671541444957257
Yellow_rust147.jpg,Yellow_rust,Yellow_rust,0.9956880211830139,0.7403298020362854,0.2553582191467285,0.002129685878753662,0.25322853326797484
Yellow_rust556.jpg,Yellow_rust,Yellow_rust,0.9999977350234985,0.9851926565170288,0.014805078506469727,2.0551681518554688e-05,0.014784526824951173
Yellow_rust1055.jpg,Yellow_rust,Yellow_rust,0.9985381364822388,0.5679954886436462,0.43054264783859253,0.07698493003845215,0.3535577178001404
Yellow_rust622.jpg,Yellow_rust,Yellow_rust,0.971961498260498,0.22764906287193298,0.7443124353885651,0.0009343981742858887,0.7433780372142792
Yellow_rust208.jpg,Yellow_rust,Yellow_rust,0.9992819428443909,0.8012224435806274,0.19805949926376343,0.006330907344818115,0.1917285919189453
Yellow_rust699.jpg,Yellow_rust,Yellow_rust,0.9600502252578735,0.08571666479110718,0.8743335604667664,0.06335660219192504,0.8109769582748413
Yellow_rust781.jpg,Yellow_rust,Yellow_rust,0.9891417026519775,0.5179252624511719,0.47121644020080566,-0.004181063175201416,0.47539750337600706
Yellow_rust491.jpg,Yellow_rust,Yellow_rust,0.9999618530273438,0.9929348826408386,0.007026970386505127,0.001228940486907959,0.005798029899597168
Yellow_rust633.jpg,Yellow_rust,Yellow_rust,0.9990977048873901,0.9169767498970032,0.08212095499038696,0.0023818373680114745,0.07973911762237548
Yellow_rust348.jpg,Yellow_rust,Yellow_rust,0.9999630451202393,0.019915319979190826,0.9800477251410484,0.003741550445556641,0.9763061746954917
Yellow_rust796.jpg,Yellow_rust,Yellow_rust,0.9999986886978149,0.9647554159164429,0.03524327278137207,0.000269925594329834,0.03497334718704224
Yellow_rust866.jpg,Yellow_rust,Yellow_rust,0.9991748929023743,0.8231973052024841,0.17597758769989014,0.0008926153182983399,0.1750849723815918
Yellow_rust361.jpg,Yellow_rust,Yellow_rust,0.999974250793457,0.9297602772712708,0.07021397352218628,0.0005067825317382812,0.069707190990448
